-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Latitude  -7.55   Longitude 109.67 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 220.74 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS10M
2024,3,26,16,80.72,26.8,89.36,3.36
2024,3,26,17,14.15,25.97,93.07,2.86
2024,3,26,18,0.0,25.54,94.17,2.77
2024,3,26,19,0.0,25.36,94.3,2.77
2024,3,26,20,0.0,25.23,94.03,2.83
2024,3,26,21,0.0,25.09,94.23,2.63
2024,3,26,22,0.0,24.98,94.58,2.49
2024,3,26,23,0.0,24.84,94.86,2.37
2024,3,27,0,0.0,24.69,95.1,2.36
2024,3,27,1,0.0,24.54,95.34,2.41
2024,3,27,2,0.0,24.4,95.5,2.57
2024,3,27,3,0.0,24.23,95.75,2.69
2024,3,27,4,0.0,24.15,95.92,2.6
2024,3,27,5,0.0,24.07,96.29,2.41
2024,3,27,6,79.2,24.8,94.32,3.09
2024,3,27,7,263.98,25.69,90.98,3.82
2024,3,27,8,484.8,26.34,87.32,4.17
2024,3,27,9,624.67,26.8,84.99,4.01
2024,3,27,10,669.62,27.4,82.85,3.82
2024,3,27,11,617.17,27.73,81.41,3.65
2024,3,27,12,508.23,27.74,81.33,3.46
2024,3,27,13,436.9,27.61,82.03,3.27
2024,3,27,14,339.67,27.27,83.23,3.25
2024,3,27,15,212.75,26.79,85.08,3.36
2024,3,27,16,95.3,26.11,88.27,3.28
2024,3,27,17,14.55,25.33,92.87,2.47
2024,3,27,18,0.0,24.92,94.63,2.26
2024,3,27,19,0.0,24.74,95.16,2.21
2024,3,27,20,0.0,24.51,95.73,2.11
2024,3,27,21,0.0,24.23,96.21,2.1
2024,3,27,22,0.0,23.94,96.72,2.07
2024,3,27,23,0.0,23.83,96.81,1.97
2024,3,28,0,0.0,23.72,96.7,2.0
2024,3,28,1,0.0,23.51,96.9,2.05
2024,3,28,2,0.0,23.36,97.03,1.98
2024,3,28,3,0.0,23.29,96.95,1.92
2024,3,28,4,0.0,23.26,96.94,1.87
2024,3,28,5,0.0,23.2,96.95,1.81
2024,3,28,6,73.07,24.17,94.39,2.5
2024,3,28,7,232.55,25.3,89.61,2.94
2024,3,28,8,421.23,26.72,83.23,2.91
2024,3,28,9,574.6,28.03,78.13,2.71
2024,3,28,10,664.22,29.02,74.5,2.58
2024,3,28,11,644.75,29.59,72.37,2.54
2024,3,28,12,596.65,29.8,71.7,2.64
2024,3,28,13,549.7,29.84,71.34,2.88
2024,3,28,14,330.1,29.44,72.85,3.3
2024,3,28,15,259.05,28.44,77.44,3.81
2024,3,28,16,118.25,27.25,83.21,3.83
2024,3,28,17,16.2,25.95,90.24,2.95
2024,3,28,18,0.0,25.28,93.28,2.63
2024,3,28,19,0.0,24.96,94.29,2.48
2024,3,28,20,0.0,24.71,94.92,2.38
2024,3,28,21,0.0,24.46,95.47,2.28
2024,3,28,22,0.0,24.24,95.72,2.17
2024,3,28,23,0.0,24.16,95.74,2.1
2024,3,29,0,0.0,24.05,95.81,2.03
2024,3,29,1,0.0,23.95,95.8,1.99
2024,3,29,2,0.0,23.84,95.7,1.98
2024,3,29,3,0.0,23.45,95.92,2.05
2024,3,29,4,0.0,23.24,96.02,2.0
2024,3,29,5,0.0,23.1,96.0,1.92
2024,3,29,6,88.4,24.66,91.86,2.09
2024,3,29,7,300.92,26.28,85.19,2.44
2024,3,29,8,551.75,27.92,78.05,2.43
2024,3,29,9,726.42,29.4,72.12,2.39
2024,3,29,10,810.7,30.42,68.63,2.49
2024,3,29,11,815.65,30.95,67.25,2.72
2024,3,29,12,764.47,31.09,67.37,2.94
2024,3,29,13,644.15,30.93,68.41,3.13
2024,3,29,14,499.8,30.45,70.98,3.37
2024,3,29,15,350.8,29.67,75.15,3.6
2024,3,29,16,160.25,28.5,82.14,3.32
2024,3,29,17,20.65,27.11,89.66,2.7
2024,3,29,18,0.0,26.28,93.91,2.27
2024,3,29,19,0.0,25.99,94.83,2.21
2024,3,29,20,0.0,25.79,95.13,2.23
2024,3,29,21,0.0,25.59,95.44,2.26
2024,3,29,22,0.0,25.41,95.6,2.29
2024,3,29,23,0.0,25.17,95.92,2.33
2024,3,30,0,0.0,24.88,96.27,2.37
2024,3,30,1,0.0,24.62,96.69,2.42
2024,3,30,2,0.0,24.44,97.01,2.43
2024,3,30,3,0.0,24.28,97.38,2.43
2024,3,30,4,0.0,24.14,97.71,2.37
2024,3,30,5,0.0,24.05,97.89,2.29
2024,3,30,6,81.53,25.44,94.63,2.85
2024,3,30,7,266.98,26.83,90.11,3.62
2024,3,30,8,465.73,28.26,83.95,3.73
2024,3,30,9,620.9,29.3,79.42,3.48
2024,3,30,10,722.58,30.15,76.42,3.39
2024,3,30,11,805.08,30.62,74.74,3.49
2024,3,30,12,740.28,30.74,74.13,3.71
2024,3,30,13,655.22,30.87,73.48,3.91
2024,3,30,14,510.4,30.45,74.91,4.11
2024,3,30,15,308.73,29.45,79.31,4.14
2024,3,30,16,140.43,28.32,84.7,3.94
2024,3,30,17,18.1,27.02,91.32,3.13
2024,3,30,18,0.0,26.27,93.72,3.05
2024,3,30,19,0.0,25.95,94.01,3.28
2024,3,30,20,0.0,25.67,94.17,3.5
2024,3,30,21,0.0,25.42,94.02,3.58
2024,3,30,22,0.0,25.13,94.05,3.59
2024,3,30,23,0.0,24.83,94.26,3.49
2024,3,31,0,0.0,24.58,94.31,3.42
2024,3,31,1,0.0,24.36,94.38,3.46
2024,3,31,2,0.0,24.14,94.59,3.22
2024,3,31,3,0.0,23.92,94.57,3.04
2024,3,31,4,0.0,23.84,94.26,3.05
2024,3,31,5,0.0,23.7,94.67,2.49
2024,3,31,6,92.62,24.44,93.99,1.73
2024,3,31,7,272.12,25.52,88.09,1.45
2024,3,31,8,478.92,26.91,82.29,1.31
2024,3,31,9,629.45,28.52,73.85,1.9
2024,3,31,10,717.88,29.73,70.48,2.15
2024,3,31,11,760.35,30.37,69.47,2.57
2024,3,31,12,738.53,30.75,69.16,3.06
2024,3,31,13,621.38,30.64,69.95,3.66
2024,3,31,14,477.5,29.94,72.33,4.39
2024,3,31,15,297.3,28.85,76.69,4.82
2024,3,31,16,136.88,27.51,82.5,4.66
2024,3,31,17,19.52,26.11,89.27,3.72
2024,3,31,18,0.0,25.43,91.88,3.21
2024,3,31,19,0.0,25.15,92.67,2.81
2024,3,31,20,0.0,24.92,93.19,2.47
2024,3,31,21,0.0,24.71,93.37,2.37
2024,3,31,22,0.0,24.57,93.68,2.31
2024,3,31,23,0.0,24.42,94.18,2.2
2024,4,1,0,0.0,24.3,94.52,2.11
2024,4,1,1,0.0,24.16,94.91,2.04
2024,4,1,2,0.0,23.96,95.31,2.04
2024,4,1,3,0.0,23.87,95.51,2.15
2024,4,1,4,0.0,23.83,95.55,2.18
2024,4,1,5,0.0,23.9,95.51,2.14
2024,4,1,6,76.97,24.84,93.19,2.78
2024,4,1,7,221.82,25.62,90.35,3.44
2024,4,1,8,410.42,26.54,86.21,3.72
2024,4,1,9,545.7,27.18,82.55,3.81
2024,4,1,10,568.9,27.61,80.31,3.93
2024,4,1,11,593.6,27.81,79.51,4.13
2024,4,1,12,520.42,27.68,80.46,4.35
2024,4,1,13,502.95,27.38,81.92,4.5
2024,4,1,14,321.95,26.99,83.66,4.55
2024,4,1,15,233.27,26.4,86.16,4.42
2024,4,1,16,120.45,25.66,90.13,3.7
2024,4,1,17,15.82,25.04,93.62,2.66
2024,4,1,18,0.0,24.62,95.07,2.15
2024,4,1,19,0.0,24.41,95.54,1.91
2024,4,1,20,0.0,24.25,96.0,1.71
2024,4,1,21,0.0,24.12,96.35,1.57
2024,4,1,22,0.0,24.12,96.45,1.45
2024,4,1,23,0.0,24.13,96.75,1.39
2024,4,2,0,0.0,24.2,96.85,1.46
2024,4,2,1,0.0,24.12,97.14,1.69
2024,4,2,2,0.0,24.12,97.35,1.8
2024,4,2,3,0.0,24.16,97.59,1.83
2024,4,2,4,0.0,24.21,97.67,1.83
2024,4,2,5,0.0,24.28,97.6,1.81
2024,4,2,6,64.6,25.42,95.55,1.87
2024,4,2,7,224.77,26.43,92.18,2.56
2024,4,2,8,406.15,27.35,88.73,3.08
2024,4,2,9,491.2,28.11,84.64,3.51
2024,4,2,10,545.2,28.82,81.14,3.94
2024,4,2,11,697.3,29.31,79.12,3.98
2024,4,2,12,688.33,28.66,81.56,4.16
2024,4,2,13,637.85,27.67,85.5,4.44
2024,4,2,14,458.42,26.88,88.67,4.71
2024,4,2,15,255.3,26.16,91.82,4.67
2024,4,2,16,116.85,25.69,94.6,4.29
2024,4,2,17,17.02,25.48,95.93,3.82
2024,4,2,18,0.0,25.44,96.11,3.89
2024,4,2,19,0.0,25.43,96.24,3.66
2024,4,2,20,0.0,25.41,96.58,3.13
2024,4,2,21,0.0,25.49,96.6,3.11
2024,4,2,22,0.0,25.54,96.68,3.11
2024,4,2,23,0.0,25.46,97.0,2.78
2024,4,3,0,0.0,25.38,97.2,2.67
2024,4,3,1,0.0,25.47,96.68,2.66
2024,4,3,2,0.0,25.52,96.16,3.01
2024,4,3,3,0.0,25.58,95.38,3.6
2024,4,3,4,0.0,25.59,94.68,4.27
2024,4,3,5,0.0,25.36,94.91,3.82
2024,4,3,6,73.05,25.51,94.95,2.8
2024,4,3,7,241.12,26.24,92.77,2.8
2024,4,3,8,433.17,26.82,90.5,3.32
2024,4,3,9,549.58,27.43,87.62,3.66
2024,4,3,10,605.3,28.07,84.24,3.61
2024,4,3,11,695.33,28.62,81.36,3.45
2024,4,3,12,654.17,28.91,79.71,3.19
2024,4,3,13,505.65,28.81,80.2,3.05
2024,4,3,14,411.35,28.42,82.68,3.27
2024,4,3,15,261.3,27.77,86.27,3.57
2024,4,3,16,124.0,26.95,90.8,3.38
2024,4,3,17,17.4,26.18,94.21,2.9
2024,4,3,18,0.0,25.81,95.12,2.79
2024,4,3,19,0.0,25.66,95.25,2.9
2024,4,3,20,0.0,25.58,95.21,3.1
2024,4,3,21,0.0,25.54,95.15,3.27
2024,4,3,22,0.0,25.47,95.25,3.34
2024,4,3,23,0.0,25.39,95.36,3.57
2024,4,4,0,0.0,25.27,95.5,3.81
2024,4,4,1,0.0,25.19,95.5,3.95
2024,4,4,2,0.0,25.03,95.66,3.91
2024,4,4,3,0.0,24.86,95.83,3.56
2024,4,4,4,0.0,24.7,96.0,3.14
2024,4,4,5,0.0,24.53,96.39,2.6
2024,4,4,6,79.75,25.01,95.43,2.57
2024,4,4,7,243.77,25.62,93.62,2.87
2024,4,4,8,430.1,26.24,91.3,2.97
2024,4,4,9,676.9,26.82,88.56,2.97
2024,4,4,10,794.38,27.26,86.46,2.86
2024,4,4,11,817.2,27.58,85.19,2.73
2024,4,4,12,744.2,27.79,84.62,2.63
2024,4,4,13,628.67,27.83,84.78,2.51
2024,4,4,14,549.5,27.67,85.77,2.42
2024,4,4,15,391.77,27.25,88.37,2.34
2024,4,4,16,183.15,26.71,91.38,2.12
2024,4,4,17,20.77,26.07,94.54,1.69
2024,4,4,18,0.0,25.72,95.51,1.61
2024,4,4,19,0.0,25.58,95.81,1.6
2024,4,4,20,0.0,25.5,96.01,1.58
2024,4,4,21,0.0,25.4,96.3,1.59
2024,4,4,22,0.0,25.29,96.53,1.58
2024,4,4,23,0.0,25.18,96.77,1.58
2024,4,5,0,0.0,25.12,96.7,1.64
2024,4,5,1,0.0,25.03,96.87,1.76
2024,4,5,2,0.0,24.99,96.8,1.87
2024,4,5,3,0.0,24.92,96.87,1.87
2024,4,5,4,0.0,24.84,96.89,1.76
2024,4,5,5,0.0,24.8,96.8,1.64
2024,4,5,6,86.12,25.28,96.3,1.57
2024,4,5,7,262.25,25.88,93.91,2.07
2024,4,5,8,441.42,26.47,91.56,2.02
2024,4,5,9,613.9,27.14,88.36,1.74
2024,4,5,10,690.17,27.71,85.83,1.52
2024,4,5,11,707.05,28.14,84.2,1.45
2024,4,5,12,668.75,28.47,82.66,1.47
2024,4,5,13,527.47,28.74,80.74,1.58
2024,4,5,14,368.08,28.73,80.42,1.79
2024,4,5,15,276.2,28.12,83.33,2.09
2024,4,5,16,128.52,27.23,88.96,2.08
2024,4,5,17,17.8,26.25,93.76,1.78
2024,4,5,18,0.0,25.64,95.88,1.66
2024,4,5,19,0.0,25.43,96.21,1.7
2024,4,5,20,0.0,25.26,96.43,1.69
2024,4,5,21,0.0,25.13,96.32,1.66
2024,4,5,22,0.0,24.96,96.37,1.64
2024,4,5,23,0.0,24.8,96.23,1.61
2024,4,6,0,0.0,24.63,96.1,1.57
2024,4,6,1,0.0,24.43,96.18,1.56
2024,4,6,2,0.0,24.23,96.27,1.58
2024,4,6,3,0.0,24.09,96.45,1.57
2024,4,6,4,0.0,23.99,96.64,1.58
2024,4,6,5,0.0,23.9,96.73,1.61
2024,4,6,6,96.25,24.94,94.85,1.76
2024,4,6,7,302.67,26.04,89.96,2.4
2024,4,6,8,530.05,27.23,84.46,2.6
2024,4,6,9,715.55,28.44,78.9,2.6
2024,4,6,10,845.92,29.42,74.93,2.65
2024,4,6,11,875.0,29.96,72.85,2.72
2024,4,6,12,863.15,30.13,72.04,2.76
2024,4,6,13,746.9,30.13,71.71,2.76
2024,4,6,14,542.45,29.86,72.11,2.75
2024,4,6,15,325.83,29.28,73.74,2.78
2024,4,6,16,153.85,28.25,79.63,2.55
2024,4,6,17,19.48,26.71,88.16,2.12
2024,4,6,18,0.0,25.47,93.45,1.9
2024,4,6,19,0.0,24.97,94.76,1.89
2024,4,6,20,0.0,24.66,95.46,1.86
2024,4,6,21,0.0,24.38,96.31,1.83
2024,4,6,22,0.0,24.08,97.26,1.79
2024,4,6,23,0.0,23.8,97.93,1.71
2024,4,7,0,0.0,23.59,98.12,1.6
2024,4,7,1,0.0,23.43,97.94,1.54
2024,4,7,2,0.0,23.26,98.0,1.51
2024,4,7,3,0.0,23.18,97.81,1.48
2024,4,7,4,0.0,23.15,97.44,1.44
2024,4,7,5,0.0,23.18,96.92,1.35
2024,4,7,6,105.62,24.51,94.1,1.2
2024,4,7,7,331.6,26.11,87.66,1.36
2024,4,7,8,559.9,27.54,81.15,1.49
2024,4,7,9,768.28,28.9,75.09,1.69
2024,4,7,10,890.8,29.95,71.08,2.03
2024,4,7,11,904.33,30.63,68.44,2.49
2024,4,7,12,840.95,30.93,67.15,2.89
2024,4,7,13,748.22,30.81,67.29,3.23
2024,4,7,14,605.83,30.27,69.33,3.43
2024,4,7,15,337.73,29.53,73.29,3.28
2024,4,7,16,153.57,28.38,79.7,2.95
2024,4,7,17,18.0,26.8,88.9,2.49
2024,4,7,18,0.0,25.87,93.98,2.22
2024,4,7,19,0.0,25.52,95.92,2.12
2024,4,7,20,0.0,25.45,96.79,1.97
2024,4,7,21,0.0,25.36,97.12,1.73
2024,4,7,22,0.0,25.33,97.3,1.63
2024,4,7,23,0.0,25.23,97.41,1.57
2024,4,8,0,0.0,25.13,97.47,1.54
2024,4,8,1,0.0,24.93,97.74,1.61
2024,4,8,2,0.0,24.75,97.9,1.74
2024,4,8,3,0.0,24.56,98.14,1.82
2024,4,8,4,0.0,24.42,98.06,1.75
2024,4,8,5,0.0,24.49,96.92,1.31
2024,4,8,6,72.05,25.54,94.66,0.52
2024,4,8,7,208.98,26.6,86.6,0.18
2024,4,8,8,378.02,27.65,80.12,0.32
2024,4,8,9,611.95,28.63,75.74,0.8
2024,4,8,10,716.12,29.22,73.9,1.7
2024,4,8,11,778.42,29.49,73.56,2.4
2024,4,8,12,726.1,29.58,73.79,2.57
2024,4,8,13,623.17,29.6,74.32,2.5
2024,4,8,14,503.45,29.45,75.04,2.4
2024,4,8,15,292.05,28.97,77.43,2.4
2024,4,8,16,135.65,28.07,83.92,2.22
2024,4,8,17,16.45,26.87,89.98,2.04
2024,4,8,18,0.0,26.09,94.01,1.87
2024,4,8,19,0.0,25.79,95.16,1.89
2024,4,8,20,0.0,25.59,95.88,1.86
2024,4,8,21,0.0,25.39,96.48,1.81
2024,4,8,22,0.0,25.27,96.78,1.74
2024,4,8,23,0.0,25.12,97.0,1.7
2024,4,9,0,0.0,25.0,97.06,1.63
2024,4,9,1,0.0,24.89,97.01,1.56
2024,4,9,2,0.0,24.79,96.89,1.52
2024,4,9,3,0.0,24.7,96.85,1.53
2024,4,9,4,0.0,24.63,96.78,1.49
2024,4,9,5,0.0,24.6,96.7,1.47
2024,4,9,6,31.85,25.42,95.85,1.35
2024,4,9,7,96.5,26.38,91.92,1.72
2024,4,9,8,158.93,27.4,87.17,1.59
2024,4,9,9,235.15,28.29,82.52,1.7
2024,4,9,10,230.38,28.88,79.56,1.98
2024,4,9,11,274.4,29.29,77.74,2.27
2024,4,9,12,358.2,29.54,76.23,2.6
2024,4,9,13,402.75,29.47,76.07,2.8
2024,4,9,14,340.7,28.9,78.83,2.87
2024,4,9,15,223.62,28.21,82.82,2.51
2024,4,9,16,105.3,27.41,87.05,1.92
2024,4,9,17,11.88,26.56,91.58,1.45
2024,4,9,18,0.0,26.04,94.7,1.06
2024,4,9,19,0.0,25.68,95.67,1.28
2024,4,9,20,0.0,25.38,96.34,1.41
2024,4,9,21,0.0,25.16,96.69,1.54
2024,4,9,22,0.0,25.03,96.94,1.58
2024,4,9,23,0.0,24.92,97.12,1.53
2024,4,10,0,0.0,24.79,97.2,1.53
2024,4,10,1,0.0,24.66,97.23,1.59
2024,4,10,2,0.0,24.53,97.36,1.67
2024,4,10,3,0.0,24.44,97.38,1.73
2024,4,10,4,0.0,24.35,97.26,1.77
2024,4,10,5,0.0,24.22,97.26,1.81
2024,4,10,6,84.88,25.2,94.92,2.14
2024,4,10,7,267.17,26.23,90.84,2.75
2024,4,10,8,461.4,27.44,85.89,3.0
2024,4,10,9,584.67,28.48,81.78,2.83
2024,4,10,10,712.28,29.17,78.92,2.57
2024,4,10,11,745.42,29.57,77.38,2.54
2024,4,10,12,669.05,29.67,77.02,2.82
2024,4,10,13,589.75,29.47,78.13,3.32
2024,4,10,14,337.88,28.56,82.3,3.76
2024,4,10,15,225.15,27.56,87.21,3.95
2024,4,10,16,96.25,26.7,91.41,3.76
2024,4,10,17,12.9,26.0,94.45,3.18
2024,4,10,18,0.0,25.69,95.33,2.9
2024,4,10,19,0.0,25.59,95.53,2.7
2024,4,10,20,0.0,25.5,95.79,2.58
2024,4,10,21,0.0,25.42,96.0,2.39
2024,4,10,22,0.0,25.35,96.38,2.02
2024,4,10,23,0.0,25.29,96.72,1.7
2024,4,11,0,0.0,25.23,96.9,1.55
2024,4,11,1,0.0,25.16,96.99,1.58
2024,4,11,2,0.0,25.11,97.04,1.78
2024,4,11,3,0.0,25.13,96.92,2.12
2024,4,11,4,0.0,25.15,96.78,2.31
2024,4,11,5,0.0,25.09,96.86,2.24
2024,4,11,6,81.53,25.46,96.14,2.38
2024,4,11,7,259.3,26.12,94.01,2.73
2024,4,11,8,448.33,26.74,91.42,2.49
2024,4,11,9,584.1,27.31,88.07,2.05
2024,4,11,10,676.9,27.84,84.81,1.63
2024,4,11,11,676.55,27.97,83.98,1.71
2024,4,11,12,613.53,27.89,84.83,2.17
2024,4,11,13,474.58,27.7,86.15,2.74
2024,4,11,14,296.98,27.3,88.37,3.11
2024,4,11,15,94.9,26.87,90.83,3.13
2024,4,11,16,45.62,26.47,93.45,2.73
2024,4,11,17,6.07,25.97,95.39,2.37
2024,4,11,18,0.0,25.72,95.6,2.59
2024,4,11,19,0.0,25.55,95.65,2.68
2024,4,11,20,0.0,25.36,96.17,2.5
2024,4,11,21,0.0,25.15,96.75,2.26
2024,4,11,22,0.0,24.96,97.25,2.02
2024,4,11,23,0.0,24.84,97.33,1.89
2024,4,12,0,0.0,24.74,97.46,1.84
2024,4,12,1,0.0,24.71,97.42,1.82
2024,4,12,2,0.0,24.72,97.31,1.94
2024,4,12,3,0.0,24.79,96.96,2.22
2024,4,12,4,0.0,24.86,96.42,2.45
2024,4,12,5,0.0,24.81,96.29,2.39
2024,4,12,6,86.53,25.47,95.28,2.39
2024,4,12,7,294.2,26.26,92.53,3.33
2024,4,12,8,529.2,26.98,89.24,3.87
2024,4,12,9,659.22,27.84,84.08,3.95
2024,4,12,10,757.25,28.94,78.8,3.57
2024,4,12,11,777.55,29.75,75.36,3.02
2024,4,12,12,667.42,29.97,74.06,2.69
2024,4,12,13,364.45,29.97,73.86,2.6
2024,4,12,14,191.8,29.76,74.58,2.68
2024,4,12,15,123.4,29.13,77.96,2.76
2024,4,12,16,84.03,28.27,83.29,2.64
2024,4,12,17,11.18,27.0,90.15,2.26
2024,4,12,18,0.0,26.21,93.65,2.1
2024,4,12,19,0.0,25.85,94.33,2.24
2024,4,12,20,0.0,25.57,94.8,2.35
2024,4,12,21,0.0,25.33,95.26,2.34
2024,4,12,22,0.0,25.03,95.7,2.26
2024,4,12,23,0.0,24.76,96.16,2.12
2024,4,13,0,0.0,24.56,96.53,2.07
2024,4,13,1,0.0,24.45,96.73,2.13
2024,4,13,2,0.0,24.32,96.95,2.15
2024,4,13,3,0.0,24.25,97.09,2.13
2024,4,13,4,0.0,24.18,97.12,2.08
2024,4,13,5,0.0,24.08,96.78,1.99
2024,4,13,6,79.97,25.43,93.96,2.07
2024,4,13,7,232.75,26.8,88.61,2.59
2024,4,13,8,425.02,28.1,83.07,2.63
2024,4,13,9,656.3,29.21,78.02,2.54
2024,4,13,10,758.42,30.09,73.54,2.43
2024,4,13,11,744.12,30.68,70.79,2.29
2024,4,13,12,715.92,30.89,69.89,2.26
2024,4,13,13,570.15,30.77,70.23,2.39
2024,4,13,14,391.15,30.41,71.48,2.58
2024,4,13,15,165.9,29.63,75.48,2.6
2024,4,13,16,78.3,28.74,81.2,2.29
2024,4,13,17,7.78,27.43,87.47,2.03
2024,4,13,18,0.0,26.63,92.8,1.71
2024,4,13,19,0.0,26.31,94.24,1.62
2024,4,13,20,0.0,26.1,95.11,1.56
2024,4,13,21,0.0,25.91,95.53,1.57
2024,4,13,22,0.0,25.71,95.79,1.62
2024,4,13,23,0.0,25.51,95.92,1.68
2024,4,14,0,0.0,25.32,96.1,1.74
2024,4,14,1,0.0,25.16,96.19,1.83
2024,4,14,2,0.0,25.0,96.28,1.96
2024,4,14,3,0.0,24.87,96.28,2.16
2024,4,14,4,0.0,24.74,96.21,2.24
2024,4,14,5,0.0,24.6,96.08,2.19
2024,4,14,6,79.22,25.6,94.07,2.5
2024,4,14,7,247.32,26.44,91.53,3.24
2024,4,14,8,451.42,27.29,88.1,3.88
2024,4,14,9,528.65,27.93,84.27,4.29
2024,4,14,10,617.88,28.22,81.38,4.19
2024,4,14,11,626.12,28.31,80.13,3.89
2024,4,14,12,574.65,28.3,80.13,3.63
2024,4,14,13,462.67,28.01,81.7,3.4
2024,4,14,14,274.1,27.53,84.24,3.19
2024,4,14,15,60.38,27.04,87.59,2.89
2024,4,14,16,28.98,26.59,90.76,2.52
2024,4,14,17,3.58,26.06,94.17,2.02
2024,4,14,18,0.0,25.82,95.16,1.97
2024,4,14,19,0.0,25.72,95.27,2.05
2024,4,14,20,0.0,25.57,95.17,2.26
2024,4,14,21,0.0,25.38,95.11,2.38
2024,4,14,22,0.0,25.11,95.38,2.24
2024,4,14,23,0.0,24.85,95.28,2.04
2024,4,15,0,0.0,24.73,94.6,1.8
2024,4,15,1,0.0,24.61,94.14,1.71
2024,4,15,2,0.0,24.37,94.51,1.81
2024,4,15,3,0.0,24.09,95.28,1.95
2024,4,15,4,0.0,23.91,95.62,1.94
2024,4,15,5,0.0,23.96,95.06,1.76
2024,4,15,6,82.18,25.32,93.04,1.55
2024,4,15,7,260.4,26.94,86.45,2.03
2024,4,15,8,477.33,27.92,82.96,2.22
2024,4,15,9,688.85,28.77,79.9,2.31
2024,4,15,10,739.17,29.72,76.1,2.34
2024,4,15,11,775.4,30.31,73.93,2.56
2024,4,15,12,714.03,29.7,76.37,2.91
2024,4,15,13,583.28,28.99,79.91,3.27
2024,4,15,14,493.48,28.23,83.41,3.37
2024,4,15,15,315.08,27.57,86.58,3.33
2024,4,15,16,139.5,26.94,90.15,2.91
2024,4,15,17,12.98,26.25,93.85,2.23
2024,4,15,18,0.0,25.9,95.18,1.96
2024,4,15,19,0.0,25.77,95.38,1.96
2024,4,15,20,0.0,25.64,95.6,1.97
2024,4,15,21,0.0,25.51,95.83,2.01
2024,4,15,22,0.0,25.4,95.92,2.03
2024,4,15,23,0.0,25.3,95.97,2.05
2024,4,16,0,0.0,25.2,95.96,2.09
2024,4,16,1,0.0,25.09,96.0,2.15
2024,4,16,2,0.0,24.99,95.92,2.19
2024,4,16,3,0.0,24.91,95.89,2.18
2024,4,16,4,0.0,24.82,95.79,2.14
2024,4,16,5,0.0,24.75,95.98,2.06
2024,4,16,6,96.07,25.65,94.86,2.13
2024,4,16,7,306.58,26.6,91.56,2.93
2024,4,16,8,535.25,27.52,88.69,3.32
2024,4,16,9,694.42,28.63,84.43,3.37
2024,4,16,10,777.67,29.61,79.98,3.36
2024,4,16,11,810.38,30.39,76.12,3.33
2024,4,16,12,775.3,30.97,73.58,3.27
2024,4,16,13,668.62,30.99,73.15,3.22
2024,4,16,14,508.05,30.89,73.21,3.3
2024,4,16,15,333.3,30.27,76.38,3.17
2024,4,16,16,143.65,29.37,81.11,2.87
2024,4,16,17,13.1,27.72,89.18,2.54
2024,4,16,18,0.0,26.62,93.46,2.44
2024,4,16,19,0.0,26.18,94.8,2.49
2024,4,16,20,0.0,25.9,95.68,2.5
2024,4,16,21,0.0,25.7,96.32,2.5
2024,4,16,22,0.0,25.54,96.76,2.57
2024,4,16,23,0.0,25.42,96.81,2.68
2024,4,17,0,0.0,25.31,96.43,2.84
2024,4,17,1,0.0,25.13,96.21,3.02
2024,4,17,2,0.0,24.94,95.94,3.15
2024,4,17,3,0.0,24.66,95.91,3.11
2024,4,17,4,0.0,24.39,95.85,2.89
2024,4,17,5,0.0,24.19,95.89,2.73
2024,4,17,6,83.4,25.22,93.66,3.17
2024,4,17,7,250.43,26.37,89.84,3.94
2024,4,17,8,419.55,27.59,84.12,4.72
2024,4,17,9,573.05,28.52,78.84,4.89
2024,4,17,10,615.33,29.19,75.72,4.75
2024,4,17,11,674.78,29.72,73.81,4.55
2024,4,17,12,622.3,30.04,72.86,4.35
2024,4,17,13,508.0,30.1,73.0,4.12
2024,4,17,14,347.08,29.91,74.18,3.89
2024,4,17,15,175.4,29.11,78.76,3.84
2024,4,17,16,77.05,27.97,85.32,3.59
2024,4,17,17,5.75,26.74,91.52,3.07
2024,4,17,18,0.0,26.21,93.26,3.1
2024,4,17,19,0.0,25.99,93.85,3.4
2024,4,17,20,0.0,25.82,94.3,3.87
2024,4,17,21,0.0,25.7,94.5,4.33
2024,4,17,22,0.0,25.56,94.85,4.2
2024,4,17,23,0.0,25.47,95.04,4.31
2024,4,18,0,0.0,25.41,95.2,4.32
2024,4,18,1,0.0,25.34,95.41,3.93
2024,4,18,2,0.0,25.16,95.68,3.59
2024,4,18,3,0.0,24.98,95.74,3.35
2024,4,18,4,0.0,24.8,95.78,3.14
2024,4,18,5,0.0,24.61,96.02,2.83
2024,4,18,6,86.65,25.05,95.19,2.8
2024,4,18,7,261.33,26.06,91.67,3.57
